Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s
21987,2,1,0.0,136.4442625188
54,1,2,333333.333333333,55555.5555555556
112,1,1,0.0,17857.1428571429
23042,1,1,520.7881260307,86.7980210051
5055833,8,5,732.2235524789,2.5712874614
3,1,1,0.0,666666.666666667
254,2,2,2220472.44094488,15748.031496063
96133,1,1,2194.8758490841,20.8045104179
95730073,2,2,5.1603428737,0.0417841528
519682,16,22,72877.2595548817,73.121639772
14028107,2,0,0.8554254683,0.1425709114
22986,3,1,783.0853563038,174.0189680675
196,2,2,2632653.06122449,20408.1632653061
51688,2,1,0.0,58.0405509983
30593,2,2,9217.7949204066,130.7488641192
4,2,0,3000000.0,500000.0
278,2,2,1129496.4028777,14388.4892086331
14654249,12,4,67.4207187281,1.0918335017
2363024,2,2,5.0782387314,1.6927462438
5808901,8,4,605.2780035329,2.0657952339
160003,18,25,4249.9203139941,268.744961032
31338,1,1,3956.8574893101,63.8202820856
16022257,2,0,0.0,0.1248263587
30707,1,1,3777.6402774612,65.1317289217
64,1,1,187500.0,31250.0
68186,10,5,25034.4645528408,219.9865074942
67861009,2,2,4.7892008208,0.0589440101
4,1,1,3000000.0,500000.0
115936404,21,24,201.7657887681,0.388143831
3,2,0,12333333.3333333,666666.666666667
5228471,8,5,655.0672271109,2.4863865555
30920,2,2,11190.1681759379,129.3661060802
100609,3,4,28476.5776421592,69.576280452
48,1,1,250000.0,41666.6666666667
30455,1,1,3546.2157281235,65.6706616319
115,1,1,0.0,17391.3043478261
3,2,0,4000000.0,666666.666666667
23770,2,2,6731.1737484224,168.2793437106
217,2,2,1769585.25345622,18433.1797235023
119320728,20,15,193.8305304339,0.2933270739
46485,2,2,5507.1528450038,86.0492632032
43878,2,2,7384.1104881718,91.1618578787
56,24,0,94928571.4285714,428571.428571429
219,2,2,1141552.51141553,18264.8401826484
150591,10,8,30977.9468892563,119.5290555212
117791,1,1,0.0,16.9792259171
264538,6,6,15642.3651800497,45.3621029871
3,2,0,12333333.3333333,666666.666666667
22,1,1,0.0,90909.0909090909
56,1,1,0.0,35714.2857142857
117439548,18,16,37.5938095402,0.289510651
3,2,0,4000000.0,666666.666666667
44951,1,1,3670.6636114881,44.4928922605
4,2,0,7750000.0,500000.0
447996,12,10,17189.8856239788,49.1075813177
10550911,8,6,525.8313713385,1.3268996393
275,3,0,112727.272727273,10909.0909090909
163,1,1,0.0,12269.9386503067
50069,2,2,6151.5109149374,79.889752142
60094,1,1,2729.0578094319,33.2811927979
2108,2,0,5692.5996204934,948.7666034156
157,2,2,1528662.42038217,25477.7070063694
92652,2,0,64.7584509779,21.586150326
246137,2,3,223.4527925505,20.3138902319
221,2,2,1239819.00452489,18099.5475113122
4666972,13,9,1599.1096582538,4.7139772855
116980858,45,54,594.9862327048,0.8462923054
47197,1,1,3877.365086764,42.3755747187
110262300,14,14,27.7701444646,0.2539399233
358230,15,11,23339.7537894649,72.579069313
206,2,1,208737.86407767,14563.1067961165
4,2,0,3000000.0,500000.0
30950,1,1,3683.3602584814,64.620355412
117432533,15,15,52.8303345036,0.2554658342
3,2,0,4000000.0,666666.666666667
31019,2,2,10316.2577774912,128.9532222186
205,2,2,1346341.46341463,19512.1951219512
115779403,26,25,152.3327944609,0.4404928569
4,2,0,9250000.0,500000.0
568780,28,21,38598.4036006892,86.1493020148
23099,1,1,0.0,86.583834798
30732,1,1,4295.1971885982,65.0787452818
68,1,1,176470.588235294,29411.7647058824
208,1,3,115384.615384615,19230.7692307692
4,2,0,7750000.0,500000.0
23270,1,1,0.0,85.9475719811
5808340,7,4,129.2968386837,1.8938285293
19,1,1,631578.947368421,105263.157894737
31629341,2,2,10.8127450395,0.1264648543
10157074,2,0,1.1814426084,0.1969071014
63906710,15,13,71.9955697923,0.4381386555
63,2,1,0.0,47619.0476190476
188897,13,8,25288.9140642784,111.1716967448
57,1,1,210526.315789474,35087.7192982456
30532,1,1,5404.1661207913,65.5050438884
30510,1,1,4654.2117338578,65.5522779417
60620634,10,12,59.2702478169,0.3629127336
3061369,4,4,117.5944487581,2.6132099724
90093570,3,3,0.3995845652,0.0665974275
245,2,2,1175510.20408163,16326.5306122449
56,1,1,214285.714285714,35714.2857142857
117862960,17,13,20.7613995101,0.2545328914
119,1,1,0.0,16806.7226890756
185,2,2,1751351.35135135,21621.6216216216
96572586,104,116,291.59413832,2.2780792056
32785,1,1,366.0210462102,61.0035077017
41,1,1,0.0,48780.4878048781
60897,4,2,6305.7293462732,98.5270210355
30999,2,2,14323.0426787961,129.0364205297
117386611,14,15,52.5017286682,0.2470469141
60757,4,2,5892.3251641786,98.7540530309
30976,2,2,6585.7438016529,129.132231405
4,3,0,19000000.0,750000.0
5308812,8,7,922.9936942578,2.8254909008
123219,3,2,8846.0383544746,40.5781575893
356,2,2,1550561.79775281,11235.9550561798
413388,2,2,986.9662399489,9.6761396073
33509,1,1,4864.3647975171,59.6854576382
187,2,2,1197860.96256684,21390.3743315508
144,2,2,1194444.44444444,27777.7777777778
67,2,0,179104.47761194,29850.7462686567
8917975,13,10,296.0313299824,2.5790608294
4,2,0,3000000.0,500000.0
115978213,15,13,19.4691739215,0.2414246545
49,1,1,0.0,40816.3265306122
85,1,1,0.0,23529.4117647059
100827,1,1,1517.4506828528,19.8359566386
151,2,2,1059602.64900662,26490.0662251656
168,2,2,547619.047619048,23809.5238095238
48,2,0,0.0,41666.6666666667
56,1,4,214285.714285714,89285.7142857143
252355,1,1,645.9154762141,7.9253432664
5761669,8,8,398.1485225895,2.7769731305
414,1,1,422705.314009662,4830.9178743961
65,2,1,0.0,46153.8461538462
30528,1,1,4815.2515723271,65.5136268344
94225,1,1,1018.837888034,21.225789334
116291832,24,20,61.8100160293,0.3783584732
354,2,2,802259.88700565,11299.4350282486
61098,1,1,6563.2262921863,32.7342957216
2,2,0,18500000.0,1000000.0
30779,2,2,8057.4417622405,129.9587381007
274807,10,5,7332.4187520696,54.5837624224
4,2,0,9250000.0,500000.0
10659,2,0,0.0,187.6348625575
24967,2,0,480.6344374574,80.1057395762
165893,2,1,108.503674055,18.0839456758
116956305,18,15,21.8714159959,0.2821566567
188,2,2,1361702.12765957,21276.5957446809
1,2,0,37000000.0,2000000.0
31,1,1,0.0,64516.1290322581
122605,9,8,33554.9121161453,138.656661637
23300,1,1,5064.3776824034,85.8369098712
538,1,1,321561.338289963,3717.4721189591
5090786,22,22,869.4138783284,8.6430661198
7,1,1,0.0,285714.285714286
210,2,2,1361904.76190476,19047.619047619
115214274,33,37,363.8611653275,0.607563608
17,2,0,705882.352941177,117647.058823529
207,2,2,1642512.07729469,19323.6714975845
61369,2,2,8571.1026739885,65.1794880151
202,2,0,59405.9405940594,9900.9900990099
102,2,2,1882352.94117647,39215.6862745098
115454493,21,20,93.266184106,0.3551182716
60579,12,7,87703.6596840489,313.640040278
2115060,10,11,2269.9119646724,9.9287963462
47801,1,1,2594.087989791,41.8401288676
3,1,1,4000000.0,666666.666666667
919,2,2,265505.98476605,4352.5571273123
3,2,0,10333333.3333333,666666.666666667
227,2,2,2625550.66079295,17621.1453744493
48419,3,4,27096.8008426444,144.5713459592
90108955,11,15,151.5276700301,0.2885395797
27722,1,1,432.8692013563,72.1448668927
4,2,0,31000000.0,500000.0
72329,2,2,2903.3997428417,55.3028522446
24,1,1,500000.0,83333.3333333333
53925,4,2,5637.4594343996,111.2656467316
3,1,1,12333333.3333333,666666.666666667
275791,6,6,11001.0841543053,43.5112095754
337791,11,7,4473.1801616976,53.2873877634
89,2,0,415730.337078652,22471.9101123596
99554,2,2,4038.0095224702,40.1791992286
38990018,2,1,0.3077710813,0.0769427703
50411253,2,0,0.0,0.0396736816
77,2,2,3168831.16883117,51948.051948052
60350,1,1,2850.0414250207,33.14001657
5129427,7,10,974.7677469628,3.3142103397
95081,2,1,0.0,31.5520450984
66019190,2,2,2.9082453147,0.0605884441
119059865,17,20,26.112913869,0.3107680325
30,2,2,8400000.0,133333.333333333
111651375,17,16,40.2144622043,0.2955628625
7693,3,0,5589.4969452749,389.9649031587
200,2,2,460000.0,20000.0
116275148,25,23,88.7979949077,0.4128139231
228,2,2,2078947.36842105,17543.8596491228
23176,1,1,0.0,86.2961684501
628729,2,2,451.7049476006,6.3620415155
104055,4,2,4286.1948008265,57.661813464
115467468,21,18,48.7843034715,0.3377574712
98306,1,1,1658.0880109047,20.3446381706
5502321,3,1,0.0,0.7269659476
83,3,0,518072.289156626,36144.578313253
23,1,1,521739.130434783,86956.5217391304
191,1,1,0.0,10471.2041884817
61087510,12,10,107.9762458807,0.3601390857
77,2,0,155844.155844156,25974.025974026
14,1,1,0.0,142857.142857143
5823650,3,1,2.0605633924,0.6868544641
24046,2,2,16634.7833319471,166.3478333195
49233,2,2,5809.1117746227,81.2463185262
31,1,1,387096.774193548,64516.1290322581
1213,3,1,19785.6553998351,3297.6092333059
18,3,0,0.0,166666.666666667
11126847,5,0,54.1033771741,0.4493635978
3,2,0,0.0,666666.666666667
168,2,2,1428571.42857143,23809.5238095238
144,2,2,1333333.33333333,27777.7777777778
3,2,0,12333333.3333333,666666.666666667
71867,1,1,1335.800854356,27.8291844657
40,1,1,300000.0,50000.0
84831,2,2,2687.6967146444,47.1525739411
253792,1,1,401.9039213214,7.8804690455
60322687,11,7,53.5453601395,0.2983951958
6167,2,0,972.920382682,324.3067942273
1067,2,2,245548.266166823,3748.8284910965
217,2,2,1732718.89400922,18433.1797235023
3,1,1,12333333.3333333,666666.666666667
150,2,2,1573333.33333333,26666.6666666667
240,2,0,50000.0,8333.3333333333
23943715,2,2,18.5852529568,0.1670584535
132,2,0,90909.0909090909,15151.5151515152
20,13,0,32500000.0,650000.0
66585,2,2,5436.6599083878,60.0735901479
56,1,1,0.0,35714.2857142857
63868,2,2,4196.1545687982,62.6291726686
60952,4,2,6300.0393752461,98.4381152382
151154,1,1,1137.9123278246,13.2315386956
47,1,1,255319.14893617,42553.1914893617
62436,4,2,11884.1693894548,96.0984047665
25,1,1,480000.0,80000.0
366997,2,2,117.1671703038,10.8992716562
121342,2,1,0.0,24.7235087604
275,2,2,1054545.45454545,14545.4545454545
24658,2,2,16627.4637034634,162.2191580826
54300,4,2,12965.0092081031,110.4972375691
5063937,7,4,154.2278270839,2.1722229167
35826,2,0,334.9522693016,55.8253782169
89,1,1,134831.460674157,22471.9101123596
24,1,1,500000.0,83333.3333333333
26192,3,1,1679.9022602321,152.7183872938
60863264,10,8,68.2349208219,0.2957449012
40,1,3,300000.0,100000.0
31186,2,2,7054.4475084974,128.2626819727
80478017,17,17,98.6729084043,0.4224756184
24267,1,1,4368.0718671447,82.4164503235
13,3,1,3769230.76923077,307692.307692308
9250838,4,3,213.6022704105,0.7566882049
58,1,1,206896.551724138,34482.7586206897
63757,2,2,3262.3868751667,62.7382091378
3,2,0,12333333.3333333,666666.666666667
30812,1,1,4835.7782682072,64.9097754122
183,1,1,65573.7704918033,10928.9617486339
32579,2,2,13137.2970318303,122.778476933
62532,2,2,3038.44431651,63.9672487686
9390,4,1,44941.4270500532,532.4813631523
171,2,2,1894736.84210526,23391.8128654971
616818,1,1,19.4546851746,3.2424475291
445995,15,11,18746.8469377459,58.2966176751
21149,1,1,0.0,94.5671190127
119683906,34,34,200.4947933434,0.568163275
3,2,0,12333333.3333333,666666.666666667
85036,3,4,1093.654452232,82.3180770497
314212,6,8,3609.0282993648,44.5559049304
170,2,2,1905882.35294118,23529.4117647059
238902,3,0,75.3447020117,12.5574503353
4336685,2,4,43.1204941101,1.3835452656
46038,2,3,390.9813632217,108.6059342282
48478,1,1,3032.3033128429,41.2558273856
19163,3,0,1617.7007775401,156.551688149
103393,1,1,928.4961264302,19.3436693006
31189000,10,8,91.6989964411,0.577126551
47264,2,2,6855.1117129316,84.6310088016
123377,1,1,1256.3119544161,16.2104768312
199,2,2,462311.557788945,20100.5025125628
167,2,2,2251497.00598802,23952.0958083832
158,1,3,113924.050632911,25316.4556962025
3,2,0,0.0,666666.666666667
23874,2,2,7372.0365250901,167.5462846611
30098,2,2,8372.6493454715,132.8991959599
185,2,2,1167567.56756757,21621.6216216216
31103,4,2,20319.583319937,192.9074365817
78559,4,2,4124.2887511297,76.3757176135
144189,3,0,0.0,20.806025425
49133,2,2,6268.6992449067,81.4116785053
30500,1,1,4786.8852459016,65.5737704918
229163,12,7,14788.6002539677,82.9104174758
123370,10,4,13868.8498014104,113.4797762827
40230,2,0,0.0,49.7141436739
179,2,2,1452513.96648045,22346.3687150838
3,2,0,12333333.3333333,666666.666666667
34314,2,2,13813.6037768841,116.5704960075
1457763,7,8,4052.7849863112,10.2897384554
4510513,90,118,50731.4799890833,46.1144885294
31065,1,1,4635.4418155481,64.3811363271
30327,1,1,3561.1831041646,65.9478352623
30908,2,2,10094.473922609,129.4163323411
9271,2,0,1294.3587531011,215.7264588502
186,2,2,1268817.20430108,21505.376344086
179,3,0,240223.463687151,16759.7765363129
7786654,2,2,28.7671700836,0.5136994658
4,2,0,3000000.0,500000.0
298,3,0,104026.845637584,10067.1140939597
15820482,13,11,799.0906977423,1.5170207836
5701398,8,6,882.5905505983,2.4555380978
96450,2,2,2571.2804561949,41.4722654225
205837,4,2,1962.7180730384,29.1492783125
66021721,2,2,2.9081338246,0.0605861213
190,2,2,2189473.68421053,21052.6315789474
30729,2,2,5987.8290865306,130.1701975333
5118430,5,5,294.035475722,1.9537240912
34,1,1,0.0,58823.5294117647
5047681,7,4,154.7245160699,2.1792185362
255,1,1,0.0,7843.137254902
164,2,2,1365853.65853659,24390.243902439
9209409,6,4,87.6277728571,1.0858460081
242,2,2,1214876.03305785,16528.9256198347
3,1,1,4000000.0,666666.666666667
4,2,0,3000000.0,500000.0
203,2,2,1990147.78325123,19704.4334975369
410,2,2,1209756.09756098,9756.0975609756
3,1,1,4000000.0,666666.666666667
119568735,26,24,69.9095796238,0.4181695156
241,3,2,369294.605809129,20746.887966805
116299832,148,198,3415.4563525079,2.975068786
5099481,4,2,0.0,1.1765903236
1,2,0,20000000.0,2000000.0
130908,6,6,31609.9856387692,91.6674305619
173,2,2,1156069.36416185,23121.387283237
93185289,15,15,134.3988963752,0.321939228
31417,2,2,7957.475252252,127.319604036
1315967,2,2,201.3728307777,3.0395898985
3,2,0,12333333.3333333,666666.666666667
248,3,0,149193.548387097,12096.7741935484
550353,2,2,363.4031249035,7.2680624981
6018568,3,1,1.9938297615,0.6646099205
31150,1,1,5682.1829855538,64.2054574639
37,1,1,324324.324324324,54054.0540540541
10756991,4,0,3.4396235899,0.3718511989
1238338,5,3,364.1978199813,6.4602717513
41,1,1,0.0,48780.4878048781
4766492,5,1,37.9734194456,1.2587873849
31696,2,2,11168.6017163049,126.1988894498
64576007,19,17,101.818001847,0.5574825957
198,2,2,808080.808080808,20202.0202020202
3,2,0,0.0,666666.666666667
828533,8,6,1380.7536935765,16.8973354109
10177250,4,4,66.2261416394,0.7860669631
150,2,2,1920000.0,26666.6666666667
173,2,2,2173410.40462428,23121.387283237
47639,1,1,3568.5047964903,41.9824093705
5873294,3,1,0.0,0.6810488288
50,1,1,0.0,40000.0
9013061,3,0,0.0,0.3328502936
172,1,1,69767.4418604651,11627.9069767442
49414610,49,48,1071.5656766288,1.962982203
24085,1,1,0.0,83.039236039
146905,6,6,34634.6278207004,81.6854429734
14362,3,1,2576.242863111,278.5127419579
40476170,6,6,2.3964718006,0.2964707382
60590,4,2,4852.2858557518,99.0262419541
30171481,10,8,148.3520149376,0.5965898724
11515270,13,17,1218.4690415422,2.6052363514
434065,14,11,11085.8972734498,57.5950606476
40,1,1,300000.0,50000.0
23556,1,1,0.0,84.904058414
4401677,2,2,90.1928969345,0.9087445535
12,1,1,0.0,166666.666666667
470,1,1,397872.340425532,4255.3191489362
3,2,0,12333333.3333333,666666.666666667
61206,2,2,3953.8607326079,65.3530699605
3,2,0,12333333.3333333,666666.666666667
60448,1,1,2580.7305452621,33.0862890418
286,2,2,1146853.14685315,13986.013986014
3,2,0,10333333.3333333,666666.666666667
112,2,0,330357.142857143,17857.1428571429
33346,2,2,9716.3078030349,119.9544173214
205,2,2,2165853.65853659,19512.1951219512
5760016,9,7,953.6431843245,2.7777700617
50536,1,1,0.0,39.5757479816
1061653,1,1,111.1474276435,1.8838547058
3,2,0,12333333.3333333,666666.666666667
62326,2,2,6289.5099958284,64.1786734268
858856,9,10,5417.6718798029,22.1224512607
730988,2,0,16.4161381582,2.7360230264
64,2,1,0.0,46875.0
141928,1,1,1458.4859928978,14.0916521053
102445,1,1,0.0,19.5226707014
84,1,1,0.0,23809.5238095238
82419,10,5,14462.6845751586,181.9968696538
185,2,2,1621621.62162162,21621.6216216216
103413,5,3,8074.4200439016,77.3597129955
15062465,6,7,277.4446280871,0.8630725449
101,2,1,178217.821782178,29702.9702970297
174221,2,3,103.3170513314,28.6991809254
1676,2,0,7159.9045346062,1193.3174224344
392139,15,10,21321.5211952904,63.7529039448
112,2,0,107142.857142857,17857.1428571429
23588,1,1,6952.6878073597,84.7888756995
45,2,1,822222.222222222,66666.6666666667
3,1,1,4000000.0,666666.666666667
3,2,0,12333333.3333333,666666.666666667
101279,4,4,12717.3451554616,78.9897214625
230,1,1,0.0,8695.6521739131
24471,2,2,21494.830615831,163.4587879531
41,1,1,292682.926829268,48780.4878048781
33,1,1,363636.363636364,60606.0606060606
5941443,3,1,2.0197113731,0.6732371244
73555,4,2,8456.2572224866,81.5716130786
60671,4,2,5241.383857197,98.8940350415
118055496,19,14,80.2673346102,0.2795295528
245,2,2,2228571.42857143,16326.5306122449
32242,2,2,5830.9037900875,124.0617827678
87,2,0,137931.034482759,22988.5057471264
188,2,2,2297872.34042553,21276.5957446809
90,2,1,200000.0,33333.3333333333
44,1,1,0.0,45454.5454545455
654,2,1,27522.9357798165,4587.1559633028
137,2,0,270072.99270073,14598.5401459854
88,1,1,0.0,22727.2727272727
226,2,2,1283185.84070796,17699.1150442478
182,2,2,1076923.07692308,21978.021978022
85693,10,5,13910.121013385,175.0434691282
48442,2,2,6069.1135791256,82.5729738657
180,3,1,100000.0,22222.2222222222
61829,4,2,8863.1548302577,97.0418412072
23887,1,1,4018.9224264244,83.7275505505
119878063,36,44,71.6811715585,0.6673447835
119980202,20,12,33.2054783505,0.2667106695
60283669,14,11,29.4275386589,0.4147060127
146,2,2,1369863.01369863,27397.2602739726
294113,15,11,28427.8491600167,88.4013967421
48350,2,2,6659.7724922441,82.7300930714
58632,5,3,14650.702687952,136.4442625188
26,1,1,461538.461538462,76923.0769230769
1317983,1,1,138.8485283953,1.5174702557
772,2,2,4388601.03626943,5181.3471502591
64,1,1,0.0,31250.0
361141,15,9,18629.8426376401,66.4560379464
33317,2,2,15487.5889185701,120.0588288261
32944,2,2,8681.3987372511,121.4181641574
9018797,13,10,1118.996247504,2.5502292601
77896,1,1,3761.4254903975,25.6752593201
37,2,0,324324.324324324,54054.0540540541
3,2,0,4000000.0,666666.666666667
65370083,13,15,64.0813015336,0.4283304949
64,3,0,1781250.0,46875.0
297170,22,19,69243.1941313053,137.9681663694
149867,2,0,80.0709962834,13.3451660472
30745,1,1,4163.2785818832,65.0512278419
169600,10,8,27806.6037735849,106.1320754717
70186,3,4,38640.1846522098,99.734989884
282438,10,5,8154.0019402488,53.1090009135
499778,1,1,410.1821208617,4.0017767889
59723784,9,10,62.3369744958,0.3181312155
61,1,1,0.0,32786.8852459016
192,2,2,2895833.33333333,20833.3333333333
1,2,0,37000000.0,2000000.0
105335388,20,29,33.1987195035,0.4651807994
115829420,16,14,19.7445519454,0.2590015559
99,2,1,0.0,30303.0303030303
23833,2,2,9986.1536524986,167.834515168
4346,3,2,9894.155545329,1150.4832029452
187,2,2,1336898.39572193,21390.3743315508
3,2,0,4000000.0,666666.666666667
4881924,5,1,34.6174991663,1.229023639
95996,1,1,2343.8476603192,20.8342014251
4,2,0,3000000.0,500000.0
115558995,20,19,57.6675143289,0.3374899548
44,1,1,0.0,45454.5454545455
118836627,33,43,387.187024418,0.6395334664
64089717,2,0,0.0,0.0312062542
4,2,0,9250000.0,500000.0
193,2,2,2901554.40414508,20725.3886010363
1060476,7,7,1412.5732218362,13.2016188957
243315,3,2,2987.896348355,20.549493455
76,1,3,236842.105263158,52631.5789473684
87,1,1,0.0,22988.5057471264
229,3,1,78602.6200873362,17467.2489082969
39093353,8,8,40.9276738171,0.4092767382
63973035,12,9,123.6458454722,0.3282633066
191,1,1,0.0,10471.2041884817
34255,1,1,7064.6620931251,58.3856371333
16580,1,1,5790.1085645356,120.6272617612
210,2,2,1123809.52380952,19047.619047619
94,1,1,127659.574468085,21276.5957446809
5628074,3,1,0.0,0.710722709
92,1,1,130434.782608696,21739.1304347826
5063728,8,8,873.2696542942,3.1597273787
55163,2,2,3879.4119246597,72.5123724235
112530163,22,22,85.12384364,0.3910062762
136,1,1,0.0,14705.8823529412
78,1,1,0.0,25641.0256410256
65707,5,3,12083.9484377616,121.7526290958
46342,2,2,4876.7856372189,86.3147900393
3,2,0,4000000.0,666666.666666667
10118020,11,12,653.4875400523,2.2731720238
48822,2,2,7250.829544058,81.930277334
48582,1,1,3375.735869252,41.1675106006
31161,2,2,7252.6555630436,128.3655851866
115149692,8,4,7.0516905942,0.1042121763
196,2,2,1000000.0,20408.1632653061
112,2,0,0.0,17857.1428571429
97893833,16,18,64.1102693364,0.3473150346
1323085,41,44,7269.3742276573,64.2437938606
47980,4,2,8295.1229679033,125.0521050438
52808,1,1,0.0,37.8730495379
80400,1,1,1542.2885572139,24.8756218905
65,2,1,0.0,46153.8461538462
60680,1,1,2719.1825972314,32.9597890574
4040007,5,5,551.4841929729,2.475243236
89955562,13,15,89.5330963526,0.3112647998
10446773,8,8,599.1323827942,1.5315734342
23262,1,1,4986.6735448371,85.9771300834
81258480,2,2,3.3473429481,0.0492256316
103788,4,0,279.4157320692,38.5401009751
267,2,2,1580524.34456929,14981.2734082397
115585816,20,19,66.625821978,0.3374116423
60537,1,1,2857.7564134331,33.0376463981
95094,1,1,0.0,21.0318211454
55414207,15,13,140.7400813297,0.505285585
9927532,8,9,505.0600693103,1.7124094891
88,1,1,0.0,22727.2727272727
50640,2,2,7187.9936808847,78.9889415482
83,1,2,0.0,36144.578313253
3,2,0,12333333.3333333,666666.666666667
96044,4,2,2811.2115280497,62.47136729
29039,2,2,5923.0689762044,137.7457901443
207,2,2,1487922.70531401,19323.6714975845
36867,1,1,0.0,54.2490574226
256,2,2,1421875.0,15625.0
64062111,2,0,1.1551289654,0.0312197018
147656,12,8,38122.3925881779,135.449964783
2734697,7,5,815.4468301241,4.3880546913
31209,1,1,4357.7173251306,64.0840783107
328,2,0,0.0,6097.5609756098
22981,2,2,12096.9496540621,174.0568295549
85,2,0,141176.470588235,23529.4117647059
30515,1,1,3932.4922169425,65.541536949
30762,1,1,4616.0847799233,65.0152785905
100822,1,1,0.0,19.8369403503
34078,2,2,12383.3558307412,117.3777803862
91683,2,2,8180.3605902948,43.6285898149
47824,1,1,3617.4305787889,41.8200066912
670249,2,2,384.9315702075,5.967931321
238,2,2,1411764.70588235,16806.7226890756
30752,1,1,4162.330905307,65.0364203954
51857,4,4,25724.5887729718,154.2703974391
60147,2,2,4987.7799391491,66.503732522
195,2,2,471794.871794872,20512.8205128205
140411,10,5,14835.0200482868,106.8292370256
48107,1,1,3492.215270127,41.573991311
337148,15,11,24799.1979783359,77.1174676996
65695,2,2,12329.7054570363,60.8874343557
4,3,0,19000000.0,750000.0
159,2,2,1572327.04402516,25157.2327044025
6066377,8,8,1323.0302040246,2.6374885702
66,1,1,0.0,30303.0303030303
271,1,1,0.0,7380.073800738
104928054,3,5,0.7528968373,0.0762427177
31021,2,2,13023.4357370813,128.9449082879
95073,1,1,0.0,21.0364667151
131997,1,1,2022.7732448465,15.151859512
220,2,2,1127272.72727273,18181.8181818182
60386202,10,9,20.799453491,0.3146414143
47845,2,1,1191.3470582088,62.7024767478
5587362,3,1,2.1477040507,0.7159013502
204,2,1,210784.31372549,14705.8823529412
31392,2,2,9174.3119266055,127.4209989806
11798275,2,2,9.1538805461,0.3390326128
4,2,0,9250000.0,500000.0
117243,1,1,0.0,17.0585877195
234,2,2,1461538.46153846,17094.0170940171
159,2,2,1823899.37106918,25157.2327044025
30834,1,1,6778.2318220147,64.8634624116
3,2,0,12333333.3333333,666666.666666667
48846,2,2,6059.8616058633,81.8900217009
241,2,1,0.0,12448.132780083
105078980,14,13,121.4800524329,0.2569495821
220,2,2,1472727.27272727,18181.8181818182
297,1,1,0.0,6734.0067340067
34567,2,2,4628.692105187,115.7173026297
167497,1,1,871.6574028192,11.9405123674
31214,2,2,8201.4480681745,128.1476260652
4,2,0,9250000.0,500000.0
115290842,16,14,4.9440180166,0.2602114746
311,2,0,38585.2090032154,6430.8681672026
260106,6,6,15893.5203340177,46.135037254
191,2,2,2094240.83769633,20942.4083769633
219,2,2,1552511.41552511,18264.8401826484
5436632,8,6,1075.4820263722,2.5751237163
30918,1,1,6339.3492463937,64.6872372081
75913602,2,2,5.1769378563,0.0526914795
61223,2,2,6272.1526223805,65.3349231498
64,1,4,187500.0,78125.0
1833722,12,9,2125.7311631752,11.4521176056
3,2,0,0.0,666666.666666667
59,1,1,0.0,33898.3050847458
1243635,28,47,48355.8278755423,60.30708367
170,2,2,1082352.94117647,23529.4117647059
119,2,2,2588235.29411765,33613.4453781513
68040741,2,2,2.8218387569,0.0587883074
314,2,0,0.0,6369.4267515924
1246861,6,8,926.3261903292,11.2281962464
91416,4,2,4069.3095300604,65.6340246784
346,2,2,1086705.20231214,11560.6936416185
11775,3,0,7048.8322717622,254.7770700637
208,2,1,206730.769230769,14423.0769230769
3,3,0,10333333.3333333,1000000.0
325101,2,0,36.9116059317,6.1519343219
3,2,0,12333333.3333333,666666.666666667
3,2,0,12333333.3333333,666666.666666667
30831,2,2,8173.5915150336,129.7395478577
31093,2,2,9069.5654970572,128.6463191072
8,1,1,0.0,250000.0
211,2,2,1611374.40758294,18957.345971564
78,1,1,153846.153846154,25641.0256410256
49456,1,1,2102.8793270786,40.4399870592
116451,7,7,37689.6720509055,120.2222393968
83804,2,2,3866.1639062575,47.7304185958
138648,26,19,131801.396341815,324.5629219318
117335205,132,189,2903.3570955963,2.7357518146
38,1,1,315789.47368421,52631.5789473684
87,2,2,2873563.2183908,45977.0114942529
32186,1,1,0.0,62.1388181197
128,2,2,2453125.0,31250.0
187,2,2,1604278.07486631,21390.3743315508
65612,1,1,1737.4870450527,30.4822288606
957833,3,1,12.528279982,4.1760933273
1026917,6,8,6981.0900004577,13.6330394764
30967,2,2,8654.374011044,129.1697613589
49148,2,2,5819.1584601612,81.3868316106
6,1,1,2000000.0,333333.333333333
1167766,10,11,4111.2688672217,17.9830548243
226,2,2,1495575.22123894,17699.1150442478
67241,3,5,40064.841391413,118.9750301156
5193512,7,4,155.1936339032,2.1180272617
32843,2,2,4384.4959352069,121.7915537557
42553,7,5,87608.3942377741,282.0012690057
25597,2,2,29065.9061608782,156.2683126929
287,1,3,3306620.20905923,13937.2822299652
53,1,1,0.0,37735.8490566038
326,2,0,36809.8159509202,6134.9693251534
30677,2,2,7367.0828307853,130.3908465626
193,3,0,336787.564766839,15544.0414507772
357757,2,2,1023.0407790763,11.1807735418
41813495,2,2,8.992312171,0.0956628954
64,1,1,0.0,31250.0
27,1,1,0.0,74074.0740740741
27712077,4,0,1.335157953,0.1443414003
116607555,30,26,186.6774412687,0.4802433256
119804,2,2,2604.2536142366,33.3878668492
619,2,0,19386.1066235864,3231.0177705977
5945312,4,2,0.0,1.009198508
10197454,8,8,293.9949520733,1.5690190905
105,1,1,114285.714285714,19047.619047619
122635,2,2,6115.7092184124,32.6171158315
60661,1,1,3610.2273289263,32.9701125929
